gene	chro	start	end	strand	gene_type	gene_id
ENSG00000275956	chr3	52732547	52733867	+	processed_pseudogene	ENSG00000275956
AK3P7	chr3	52734735	52735013	+	processed_pseudogene	ENSG00000270941
AKTIPP1	chr3	52753526	52754690	+	processed_pseudogene	ENSG00000271137
ENSG00000297712	chr3	52778455	52773381	-	lncRNA	ENSG00000297712
ITIH1	chr3	52777595	52792068	+	protein_coding	ENSG00000055957
ITIH3	chr3	52794768	52808799	+	protein_coding	ENSG00000162267
ITIH4	chr3	52830688	52812962	-	protein_coding	ENSG00000055955
ENSG00000243696	chr3	52835729	52813282	-	protein_coding	ENSG00000243696
ITIH4-AS1	chr3	52823935	52825314	+	lncRNA	ENSG00000239799
MUSTN1	chr3	52835019	52833114	-	protein_coding	ENSG00000272573
STIMATE-MUSTN1	chr3	52897562	52833121	-	protein_coding	ENSG00000248592
STIMATE	chr3	52897548	52836219	-	protein_coding	ENSG00000213533
MIR8064	chr3	52846552	52846463	-	miRNA	ENSG00000275789
ENSG00000279144	chr3	52848553	52848085	-	TEC	ENSG00000279144
ENSG00000310446	chr3	52897728	52901638	+	lncRNA	ENSG00000310446
ENSG00000289519	chr3	52900345	52899204	-	lncRNA	ENSG00000289519
SFMBT1	chr3	53046750	52903572	-	protein_coding	ENSG00000163935
ENSG00000272305	chr3	53099453	52969119	-	protein_coding	ENSG00000272305
ENSG00000296593	chr3	52978331	53007663	+	lncRNA	ENSG00000296593
ENSG00000296610	chr3	52999331	52997919	-	lncRNA	ENSG00000296610
ENSG00000280417	chr3	53046166	53048122	+	TEC	ENSG00000280417
ENSG00000305550	chr3	53046602	53064597	+	lncRNA	ENSG00000305550
SERBP1P3	chr3	53065091	53064283	-	processed_pseudogene	ENSG00000242142
RFT1	chr3	53130453	53066853	-	protein_coding	ENSG00000163933
PRKCD	chr3	53156009	53192717	+	protein_coding	ENSG00000163932
ENSG00000302934	chr3	53162526	53157937	-	lncRNA	ENSG00000302934
ENSG00000286531	chr3	53196820	53223079	+	lncRNA	ENSG00000286531
TKT	chr3	53256052	53224712	-	protein_coding	ENSG00000163931
ENSG00000302984	chr3	53269903	53295884	+	lncRNA	ENSG00000302984
DCP1A	chr3	53347586	53283429	-	protein_coding	ENSG00000272886
Y_RNA	chr3	53290640	53290751	+	misc_RNA	ENSG00000274967
CACNA1D	chr3	53328963	53813733	+	protein_coding	ENSG00000157388
SNORD38C	chr3	53333128	53333060	-	snoRNA	ENSG00000207109
ENSG00000307779	chr3	53371332	53350480	-	lncRNA	ENSG00000307779
ENSG00000212608	chr3	53387836	53387713	-	snoRNA	ENSG00000212608
RPS25P4	chr3	53475089	53474700	-	processed_pseudogene	ENSG00000227224
SNORD63	chr3	53530401	53530322	-	snoRNA	ENSG00000251987
ENSG00000271916	chr3	53798019	53797764	-	lncRNA	ENSG00000271916
CHDH	chr3	53846419	53812335	-	protein_coding	ENSG00000016391
IL17RB	chr3	53846568	53865794	+	protein_coding	ENSG00000056736
ENSG00000271976	chr3	53861576	53858994	-	lncRNA	ENSG00000271976
ACTR8	chr3	53882152	53867066	-	protein_coding	ENSG00000113812
SELENOK	chr3	53891885	53884417	-	protein_coding	ENSG00000113811
ENSG00000289063	chr3	53891445	53892916	+	lncRNA	ENSG00000289063
ENSG00000294156	chr3	53927314	54019159	+	lncRNA	ENSG00000294156
ENSG00000294179	chr3	54034030	53986260	-	lncRNA	ENSG00000294179
ENSG00000288029	chr3	54033988	54058864	+	lncRNA	ENSG00000288029
CABYRP1	chr3	54048793	54047749	-	processed_pseudogene	ENSG00000242983
ENSG00000286353	chr3	54125377	54057677	-	lncRNA	ENSG00000286353
CACNA2D3	chr3	54122552	55074557	+	protein_coding	ENSG00000157445
ENSG00000305712	chr3	54626416	54616119	-	lncRNA	ENSG00000305712
RPS15P5	chr3	54626215	54626646	+	processed_pseudogene	ENSG00000229806
ESRG	chr3	54657002	54632109	-	lncRNA	ENSG00000265992
CACNA2D3-AS1	chr3	54901258	54874605	-	lncRNA	ENSG00000243715
LRTM1	chr3	54967088	54918231	-	protein_coding	ENSG00000144771
ENSG00000309624	chr3	55136329	55144025	+	lncRNA	ENSG00000309624
ENSG00000239991	chr3	55178107	55162566	-	lncRNA	ENSG00000239991
LINC02017	chr3	55178172	55189214	+	lncRNA	ENSG00000243572
LINC02030	chr3	55189149	55300738	+	lncRNA	ENSG00000240708
ENSG00000242775	chr3	55367926	55259245	-	lncRNA	ENSG00000242775
ENSG00000242568	chr3	55351046	55334894	-	lncRNA	ENSG00000242568
ENSG00000305261	chr3	55343734	55348746	+	lncRNA	ENSG00000305261
WNT5A	chr3	55490539	55465715	-	protein_coding	ENSG00000114251
WNT5A-AS1	chr3	55487699	55488308	+	lncRNA	ENSG00000244586
ENSG00000242317	chr3	55505261	55493830	-	lncRNA	ENSG00000242317
ERC2	chr3	56469095	55508311	-	protein_coding	ENSG00000187672
ENSG00000306397	chr3	55572117	55569737	-	lncRNA	ENSG00000306397
ENSG00000240777	chr3	55610603	55613104	+	lncRNA	ENSG00000240777
ERC2-IT1	chr3	55659382	55657206	-	lncRNA	ENSG00000281708
ENSG00000305044	chr3	55749746	55753386	+	lncRNA	ENSG00000305044
MIR3938	chr3	55852594	55852492	-	miRNA	ENSG00000264013
RN7SKP45	chr3	56072104	56072407	+	misc_RNA	ENSG00000200379
ENSG00000295612	chr3	56101026	56099378	-	lncRNA	ENSG00000295612
RNA5SP133	chr3	56185104	56185222	+	rRNA_pseudogene	ENSG00000200238
CCDC66	chr3	56557161	56621837	+	protein_coding	ENSG00000180376
TASOR	chr3	56683265	56620132	-	protein_coding	ENSG00000163946
ARHGEF3	chr3	57079329	56727418	-	protein_coding	ENSG00000163947
ENSG00000298507	chr3	56818281	56819052	+	lncRNA	ENSG00000298507
ENSG00000296096	chr3	56837727	56839465	+	lncRNA	ENSG00000296096
ARHGEF3-AS1	chr3	56940037	56960854	+	lncRNA	ENSG00000240198
ENSG00000307053	chr3	57013921	57014495	+	lncRNA	ENSG00000307053
SPATA12	chr3	57060664	57075432	+	protein_coding	ENSG00000186451
ENSG00000272202	chr3	57078905	57080101	+	lncRNA	ENSG00000272202
IL17RD	chr3	57170306	57089982	-	protein_coding	ENSG00000144730
ENSG00000297895	chr3	57107577	57115197	+	lncRNA	ENSG00000297895
RPL19P2	chr3	57134142	57134723	+	processed_pseudogene	ENSG00000229863
HESX1	chr3	57227606	57197838	-	protein_coding	ENSG00000163666
APPL1	chr3	57227726	57278105	+	protein_coding	ENSG00000157500
ASB14	chr3	57292685	57268342	-	protein_coding	ENSG00000239388
ENSG00000286952	chr3	57293083	57300187	+	lncRNA	ENSG00000286952
DNAH12	chr3	57544344	57293699	-	protein_coding	ENSG00000174844
Y_RNA	chr3	57493667	57493780	+	misc_RNA	ENSG00000212392
RNU6-1181P	chr3	57512450	57512555	+	snRNA	ENSG00000206918
RNF7P1	chr3	57520010	57519669	-	processed_pseudogene	ENSG00000239831
RPS8P5	chr3	57530967	57530345	-	processed_pseudogene	ENSG00000237186
RNU6-108P	chr3	57536358	57536252	-	snRNA	ENSG00000202428
RNU6-483P	chr3	57548838	57548945	+	snRNA	ENSG00000206815
ENSG00000287502	chr3	57556054	57555581	-	lncRNA	ENSG00000287502
PDE12	chr3	57556274	57656480	+	protein_coding	ENSG00000174840
ARF4	chr3	57598220	57571363	-	protein_coding	ENSG00000168374
RNU6ATAC26P	chr3	57619447	57619572	+	snRNA	ENSG00000210841
DENND6A	chr3	57693077	57625454	-	protein_coding	ENSG00000174839
DENND6A-DT	chr3	57693179	57696596	+	lncRNA	ENSG00000241933
SLMAP	chr3	57755450	57930003	+	protein_coding	ENSG00000163681
PDHA1P1	chr3	57801448	57800056	-	processed_pseudogene	ENSG00000270772
PPIAP16	chr3	57941818	57942304	+	processed_pseudogene	ENSG00000213509
ENSG00000304774	chr3	57975004	57972438	-	lncRNA	ENSG00000304774
FLNB	chr3	58008398	58172251	+	protein_coding	ENSG00000136068
ENSG00000303089	chr3	58107695	58105767	-	lncRNA	ENSG00000303089
FLNB-AS1	chr3	58170636	58162547	-	lncRNA	ENSG00000244161
ENSG00000283148	chr3	58178374	58174478	-	lncRNA	ENSG00000283148
ENSG00000296118	chr3	58177884	58181898	+	lncRNA	ENSG00000296118
ENSG00000283511	chr3	58180009	58183978	+	transcribed_unitary_pseudogene	ENSG00000283511
ENSG00000293432	chr3	58183688	58187495	+	lncRNA	ENSG00000293432
DNASE1L3	chr3	58214697	58192257	-	protein_coding	ENSG00000163687
ABHD6	chr3	58237532	58295693	+	protein_coding	ENSG00000163686
RPP14	chr3	58306245	58324695	+	protein_coding	ENSG00000163684
HTD2	chr3	58306262	58320193	+	protein_coding	ENSG00000255154
ENSG00000273493	chr3	58329965	58330118	+	lncRNA	ENSG00000273493
PXK	chr3	58332880	58426127	+	protein_coding	ENSG00000168297
ENSG00000294089	chr3	58354343	58352525	-	lncRNA	ENSG00000294089
WDR53P1	chr3	58379525	58379217	-	processed_pseudogene	ENSG00000275607
PDHB	chr3	58433857	58427630	-	protein_coding	ENSG00000168291
ENSG00000272182	chr3	58428255	58428815	+	lncRNA	ENSG00000272182
ENSG00000295019	chr3	58433595	58485642	+	lncRNA	ENSG00000295019
ENSG00000272360	chr3	58491956	58490532	-	lncRNA	ENSG00000272360
KCTD6	chr3	58492096	58502360	+	protein_coding	ENSG00000168301
ACOX2	chr3	58537283	58505136	-	protein_coding	ENSG00000168306
RPL27P9	chr3	58511310	58511676	+	processed_pseudogene	ENSG00000236722
FAM107A	chr3	58627610	58564117	-	protein_coding	ENSG00000168309
ENSG00000243384	chr3	58572744	58574319	+	lncRNA	ENSG00000243384
FAM3D-AS1	chr3	58607080	58644491	+	lncRNA	ENSG00000244383
FAM3D	chr3	58666834	58633946	-	protein_coding	ENSG00000198643
CFAP20DC	chr3	59050084	58717365	-	protein_coding	ENSG00000163689
CFAP20DC-AS1	chr3	58824437	59019093	+	lncRNA	ENSG00000242428
ENSG00000302092	chr3	59013173	59014395	+	lncRNA	ENSG00000302092
CFAP20DC-DT	chr3	59050098	59811310	+	lncRNA	ENSG00000243295
ENSG00000243903	chr3	59388704	59380024	-	lncRNA	ENSG00000243903
ENSG00000242545	chr3	59510678	59464330	-	lncRNA	ENSG00000242545
SNRPB2P1	chr3	59535863	59536415	+	processed_pseudogene	ENSG00000241804
ENSG00000299662	chr3	59658464	59548269	-	lncRNA	ENSG00000299662
Metazoa_SRP	chr3	59584169	59584445	+	misc_RNA	ENSG00000277592
FHIT	chr3	61251459	59747277	-	protein_coding	ENSG00000189283
ENSG00000299700	chr3	60048605	60064005	+	lncRNA	ENSG00000299700
ENSG00000299680	chr3	60079038	60133339	+	lncRNA	ENSG00000299680
MTERF1P1	chr3	60616822	60618079	+	processed_pseudogene	ENSG00000240097
MIR548BB	chr3	60617870	60617805	-	miRNA	ENSG00000281426
PPIAP70	chr3	60690719	60690225	-	processed_pseudogene	ENSG00000232407
TMED2P1	chr3	60730644	60730055	-	processed_pseudogene	ENSG00000225673
PPIAP71	chr3	60732636	60732144	-	processed_pseudogene	ENSG00000244183
U3	chr3	60856605	60856389	-	snoRNA	ENSG00000212211
ENSG00000303175	chr3	60979640	60978815	-	lncRNA	ENSG00000303175
ENSG00000303161	chr3	61058590	61075359	+	lncRNA	ENSG00000303161
ENSG00000305269	chr3	61251565	61314474	+	lncRNA	ENSG00000305269
ENSG00000308777	chr3	61429179	61400333	-	lncRNA	ENSG00000308777
ENSG00000295357	chr3	61448538	61442249	-	lncRNA	ENSG00000295357
ENSG00000298403	chr3	61479367	61489051	+	lncRNA	ENSG00000298403
PTPRG	chr3	61561569	62297609	+	protein_coding	ENSG00000144724
ENSG00000298427	chr3	61656891	61650192	-	lncRNA	ENSG00000298427
Y_RNA	chr3	61739229	61739127	-	misc_RNA	ENSG00000252420
RPL10AP6	chr3	61743106	61742455	-	processed_pseudogene	ENSG00000226360
ENSG00000297008	chr3	61875320	61874516	-	lncRNA	ENSG00000297008
ENSG00000294605	chr3	62057516	62055519	-	lncRNA	ENSG00000294605
ENSG00000302838	chr3	62130240	62086279	-	lncRNA	ENSG00000302838
RNU2-10P	chr3	62118510	62118300	-	snRNA	ENSG00000252184
ID2B	chr3	62124608	62124204	-	processed_pseudogene	ENSG00000237456
ENSG00000297925	chr3	62150063	62137127	-	lncRNA	ENSG00000297925
PTPRG-AS1	chr3	62369406	62214400	-	lncRNA	ENSG00000241472
CEP15	chr3	62319015	62336213	+	protein_coding	ENSG00000114405
FEZF2	chr3	62374324	62369681	-	protein_coding	ENSG00000153266
ENSG00000297042	chr3	62375911	62375010	-	lncRNA	ENSG00000297042
CADPS	chr3	62875416	62398346	-	protein_coding	ENSG00000163618
RPL14P2	chr3	62779785	62779176	-	processed_pseudogene	ENSG00000225662
RN7SL863P	chr3	62796419	62796124	-	misc_RNA	ENSG00000244632
RNU6-139P	chr3	62814382	62814491	+	snRNA	ENSG00000252449
ENSG00000299258	chr3	62940920	62883590	-	lncRNA	ENSG00000299258
ENSG00000299269	chr3	62923166	62920300	-	lncRNA	ENSG00000299269
RPS10P10	chr3	62926371	62926882	+	processed_pseudogene	ENSG00000226082
LINC00698	chr3	62950384	63148804	+	lncRNA	ENSG00000244342
KRT8P35	chr3	63097711	63096374	-	processed_pseudogene	ENSG00000242841
UBL5P3	chr3	63203448	63203218	-	processed_pseudogene	ENSG00000240359
SYNPR	chr3	63228315	63616924	+	protein_coding	ENSG00000163630
ENSG00000296196	chr3	63306283	63282445	-	lncRNA	ENSG00000296196
SYNPR-AS1	chr3	63645637	63421300	-	lncRNA	ENSG00000241359
RNA5SP134	chr3	63545440	63545535	+	rRNA_pseudogene	ENSG00000252301
SNTN	chr3	63652675	63679020	+	protein_coding	ENSG00000188817
ENSG00000307865	chr3	63718543	63741820	+	lncRNA	ENSG00000307865
ENSG00000293415	chr3	63827445	63741824	-	lncRNA	ENSG00000293415
CDHR18P	chr3	63805093	63741827	-	transcribed_unitary_pseudogene	ENSG00000224479
C3orf49	chr3	63819299	63848636	+	protein_coding	ENSG00000163632
THOC7	chr3	63863868	63833870	-	protein_coding	ENSG00000163634
THOC7-AS1	chr3	63860645	63861819	+	lncRNA	ENSG00000240549
ATXN7	chr3	63863155	64003462	+	protein_coding	ENSG00000163635
SCAANT1	chr3	63912383	63911512	-	lncRNA	ENSG00000280620
PSMD6-AS2	chr3	64004022	64012148	+	lncRNA	ENSG00000239653
ENSG00000271843	chr3	64008692	64008082	-	lncRNA	ENSG00000271843
PSMD6	chr3	64024010	64010550	-	protein_coding	ENSG00000163636
PSMD6-AS1	chr3	64011964	64016246	+	lncRNA	ENSG00000243410
ENSG00000272181	chr3	64019508	64019925	+	lncRNA	ENSG00000272181
PRICKLE2-AS1	chr3	64024107	64103131	+	lncRNA	ENSG00000241111
U3	chr3	64072019	64071807	-	snoRNA	ENSG00000200222
LINC00994	chr3	64087363	64078361	-	lncRNA	ENSG00000189196
PRICKLE2	chr3	64445476	64092236	-	protein_coding	ENSG00000163637
PRICKLE2-AS2	chr3	64103470	64106056	+	lncRNA	ENSG00000241101
PRDX3P4	chr3	64174401	64175147	+	processed_pseudogene	ENSG00000239926
PRICKLE2-AS3	chr3	64187544	64200965	+	lncRNA	ENSG00000226017
PRICKLE2-DT	chr3	64445231	64456070	+	lncRNA	ENSG00000244564
ENSG00000299249	chr3	64494286	64454425	-	lncRNA	ENSG00000299249
RNU6-739P	chr3	64511755	64511857	+	snRNA	ENSG00000212340
ADAMTS9	chr3	64688000	64515654	-	protein_coding	ENSG00000163638
ADAMTS9-AS1	chr3	64561322	64592757	+	lncRNA	ENSG00000241158
ADAMTS9-AS2	chr3	64684879	65061892	+	lncRNA	ENSG00000241684
ENSG00000300369	chr3	64686077	64687255	+	lncRNA	ENSG00000300369
ENSG00000300390	chr3	64691130	64690743	-	lncRNA	ENSG00000300390
ENSG00000300305	chr3	64691183	64719307	+	lncRNA	ENSG00000300305
ENSG00000300325	chr3	64729152	64712715	-	lncRNA	ENSG00000300325
ENSG00000300348	chr3	64764697	64767023	+	lncRNA	ENSG00000300348
ENSG00000300285	chr3	65027612	64876294	-	lncRNA	ENSG00000300285
ENSG00000298971	chr3	65178830	65107552	-	lncRNA	ENSG00000298971
LINC02040	chr3	65174916	65193509	+	lncRNA	ENSG00000243149
MAGI1	chr3	66038918	65353525	-	protein_coding	ENSG00000151276
ENSG00000270059	chr3	65359717	65359268	-	lncRNA	ENSG00000270059
ENSG00000294720	chr3	65509293	65520220	+	lncRNA	ENSG00000294720
ENSG00000305867	chr3	65633906	65633505	-	lncRNA	ENSG00000305867
ILF2P1	chr3	65687301	65688468	+	processed_pseudogene	ENSG00000244226
RPL17P17	chr3	65843890	65844446	+	processed_pseudogene	ENSG00000223409
MAGI1-IT1	chr3	65954558	65872815	-	lncRNA	ENSG00000272610
MAGI1-AS1	chr3	65893816	65925297	+	lncRNA	ENSG00000240175
Y_RNA	chr3	66003940	66003839	-	misc_RNA	ENSG00000202071
ENSG00000203647	chr3	66009200	66008770	-	processed_pseudogene	ENSG00000203647
ENSG00000295559	chr3	66038545	66119615	+	lncRNA	ENSG00000295559
SLC25A26	chr3	66133610	66388116	+	protein_coding	ENSG00000144741
ENSG00000307959	chr3	66195560	66177878	-	lncRNA	ENSG00000307959
RNU6-787P	chr3	66293220	66293114	-	snRNA	ENSG00000206759
RN7SL482P	chr3	66323855	66324152	+	misc_RNA	ENSG00000241587
LRIG1	chr3	66501263	66378797	-	protein_coding	ENSG00000144749
ENSG00000296028	chr3	66565793	66640384	+	lncRNA	ENSG00000296028
ENSG00000296009	chr3	66738363	66620204	-	lncRNA	ENSG00000296009
TCEAL8P1	chr3	66623102	66622760	-	processed_pseudogene	ENSG00000271174
RPL21P41	chr3	66637149	66637412	+	processed_pseudogene	ENSG00000214560
ENSG00000304579	chr3	66763104	66770984	+	lncRNA	ENSG00000304579
ENSG00000288039	chr3	66972414	66779762	-	lncRNA	ENSG00000288039
ENSG00000285738	chr3	66794032	66796921	+	lncRNA	ENSG00000285738
ENSG00000301339	chr3	66938589	66941184	+	lncRNA	ENSG00000301339
ENSG00000301618	chr3	66990339	66984960	-	lncRNA	ENSG00000301618
ENSG00000294689	chr3	66990481	66995314	+	lncRNA	ENSG00000294689
ENSG00000287873	chr3	66998663	66997168	-	lncRNA	ENSG00000287873
KBTBD8	chr3	66998307	67011210	+	protein_coding	ENSG00000163376
ENSG00000302921	chr3	67018327	67078229	+	lncRNA	ENSG00000302921
MIR4272	chr3	67225464	67225527	+	miRNA	ENSG00000283298
ENSG00000298551	chr3	67289727	67237400	-	lncRNA	ENSG00000298551
ENSG00000241884	chr3	67296300	67306359	+	lncRNA	ENSG00000241884
SUCLG2	chr3	67654612	67360460	-	protein_coding	ENSG00000172340
NDUFB4P1	chr3	67513940	67514320	+	processed_pseudogene	ENSG00000242510
SUCLG2-DT	chr3	67654585	67947713	+	lncRNA	ENSG00000241316
ENSG00000298567	chr3	67655633	67655802	+	lncRNA	ENSG00000298567
ENSG00000298488	chr3	67888164	67860899	-	lncRNA	ENSG00000298488
ENSG00000307977	chr3	68007967	67978712	-	lncRNA	ENSG00000307977
TAFA1	chr3	68004247	68545621	+	protein_coding	ENSG00000183662
ENSG00000309484	chr3	68057878	68083058	+	lncRNA	ENSG00000309484
COPS8P2	chr3	68145004	68145630	+	processed_pseudogene	ENSG00000214552
LCORLP1	chr3	68192398	68192580	+	processed_pseudogene	ENSG00000240568
ENSG00000286967	chr3	68500613	68505880	+	lncRNA	ENSG00000286967
RPLP0P8	chr3	68634356	68633706	-	processed_pseudogene	ENSG00000244640
PSMC1P1	chr3	68635705	68637024	+	processed_pseudogene	ENSG00000241506
TAFA4	chr3	68953297	68731766	-	protein_coding	ENSG00000163377
RNA5SP135	chr3	68882967	68883091	+	rRNA_pseudogene	ENSG00000252828
ENSG00000294428	chr3	68953400	68975099	+	lncRNA	ENSG00000294428
EOGT	chr3	69013684	68975217	-	protein_coding	ENSG00000163378
EOGT-DT	chr3	69013941	69057372	+	lncRNA	ENSG00000244513
TMF1	chr3	69052339	69019827	-	protein_coding	ENSG00000144747
MIR3136	chr3	69049035	69048958	-	miRNA	ENSG00000265355
UBA3	chr3	69080408	69054730	-	protein_coding	ENSG00000144744
ARL6IP5	chr3	69084937	69106092	+	protein_coding	ENSG00000144746
LMOD3	chr3	69123032	69106065	-	protein_coding	ENSG00000163380
FRMD4B	chr3	69542583	69168782	-	protein_coding	ENSG00000114541
ENSG00000295653	chr3	69237177	69233932	-	lncRNA	ENSG00000295653
ENSG00000295674	chr3	69455267	69455816	+	lncRNA	ENSG00000295674
RBM43P1	chr3	69472532	69471452	-	processed_pseudogene	ENSG00000239263
H1-8P1	chr3	69536693	69535664	-	processed_pseudogene	ENSG00000240265
ENSG00000240842	chr3	69571172	69564106	-	lncRNA	ENSG00000240842
ENSG00000241667	chr3	69591341	69593121	+	lncRNA	ENSG00000241667
ENSG00000309249	chr3	69692874	69689419	-	lncRNA	ENSG00000309249
ENSG00000308398	chr3	69692980	69700612	+	lncRNA	ENSG00000308398
ENSG00000301623	chr3	69716963	69719652	+	lncRNA	ENSG00000301623
MITF	chr3	69739456	69968336	+	protein_coding	ENSG00000187098
RN7SL418P	chr3	69769773	69769487	-	misc_RNA	ENSG00000241665
SAMMSON	chr3	69999550	70518064	+	lncRNA	ENSG00000240405
ENSG00000300215	chr3	70005764	70000533	-	lncRNA	ENSG00000300215
RNPC3P1	chr3	70126609	70125070	-	processed_pseudogene	ENSG00000271034
UQCRHP4	chr3	70140217	70140488	+	processed_pseudogene	ENSG00000242728
MDFIC2	chr3	70312638	70194479	-	protein_coding	ENSG00000242120
ENSG00000304040	chr3	70511638	70510988	-	lncRNA	ENSG00000304040
ENSG00000295382	chr3	70617629	70605414	-	lncRNA	ENSG00000295382
ENSG00000288679	chr3	70613598	70617661	+	lncRNA	ENSG00000288679
ENSG00000287669	chr3	70617766	70620325	+	lncRNA	ENSG00000287669
COX6CP6	chr3	70751123	70751350	+	processed_pseudogene	ENSG00000240156
HMGB1P36	chr3	70753854	70754573	+	processed_pseudogene	ENSG00000243873
RNU6-281P	chr3	70808350	70808452	+	snRNA	ENSG00000206939
FOXP1	chr3	71583978	70954693	-	protein_coding	ENSG00000114861
ENSG00000285708	chr3	71754229	70959226	-	protein_coding	ENSG00000285708
ENSG00000310487	chr3	71244432	71246986	+	lncRNA	ENSG00000310487
FOXP1-AS1	chr3	71289759	71305854	+	lncRNA	ENSG00000244203
ENSG00000290077	chr3	71502323	71501711	-	lncRNA	ENSG00000290077
MIR1284	chr3	71542089	71541970	-	miRNA	ENSG00000221264
ENSG00000274387	chr3	71567863	71571112	+	lncRNA	ENSG00000274387
FOXP1-IT1	chr3	71574457	71570255	-	lncRNA	ENSG00000242094
ENSG00000277855	chr3	71581601	71653387	+	lncRNA	ENSG00000277855
FOXP1-DT	chr3	71584048	71587409	+	lncRNA	ENSG00000270562
ENSG00000310492	chr3	71654547	71653401	-	lncRNA	ENSG00000310492
EIF4E3	chr3	71754773	71675414	-	protein_coding	ENSG00000163412
ENSG00000310472	chr3	71724725	71753197	+	lncRNA	ENSG00000310472
GPR27	chr3	71753855	71756496	+	protein_coding	ENSG00000170837
PROK2	chr3	71785206	71771655	-	protein_coding	ENSG00000163421
ENSG00000287131	chr3	71784450	71786633	+	lncRNA	ENSG00000287131
ENSG00000299970	chr3	71806851	71854136	+	lncRNA	ENSG00000299970
RN7SL271P	chr3	71827177	71827471	+	misc_RNA	ENSG00000239250
ENSG00000302005	chr3	71897136	71898895	+	lncRNA	ENSG00000302005
LINC00877	chr3	72279946	71943592	-	lncRNA	ENSG00000241163
UBE2Q2P9	chr3	72006774	72006975	+	processed_pseudogene	ENSG00000244130
ENSG00000305634	chr3	72053187	72059424	+	lncRNA	ENSG00000305634
ENSG00000273461	chr3	72061061	72069933	+	lncRNA	ENSG00000273461
CCDC137P2	chr3	72085109	72085287	+	processed_pseudogene	ENSG00000239350
CCDC137P1	chr3	72086888	72087725	+	processed_pseudogene	ENSG00000242609
LINC00870	chr3	72151215	72257529	+	lncRNA	ENSG00000243083
ENSG00000305671	chr3	72177860	72177312	-	lncRNA	ENSG00000305671
ENSG00000272774	chr3	72178279	72178810	+	lncRNA	ENSG00000272774
ENSG00000242618	chr3	72209914	72202944	-	lncRNA	ENSG00000242618
ENSG00000305654	chr3	72268954	72270413	+	lncRNA	ENSG00000305654
ENSG00000306772	chr3	72289174	72289583	+	lncRNA	ENSG00000306772
ENSG00000287882	chr3	72319429	72301615	-	lncRNA	ENSG00000287882
